"Supplier Name","Top Addresses","Supplier Websites","Supplier Contact Info","Supplier Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Agility Logistics Private Limited","37/2153 K Iiird Floor Vx Arcade Kaloor Kadavanthara Road Kathrikadavu Junction Kaloor P O 682017 Cochin India, 514 5Th Floor Sunnys Big Junction Sunny Trade Center New Atish Market Mansarovar Jaipur Rajasthan - 302019X, Skcl Design Square S11 And S12 3Rd Floor Tvk Industrial Estate Guindy 600032 Chennai Tamil Nadu","","Phone Numbers:  --- Emails: ","India","3","New York/Newark Area, Newark, Nj, Norfolk, Va, Oakland, Ca","Algeciras, Colombo Harbor, Mundra","570210, 610910, 940360","Cotton Knitted Ladies Shirt Tton Polyester Knitted Ladi Shirt Cotton Poly Ester Knitted Ladies Shirt Cotton Knitted Girls Body Suit Cotton Knitted Girls Shirt Cotton Polyes Ter Knitted Girls Sweat Shirt Cotton Polyester Knitt Girls Sweat Shirt Cotto Polyester Knitted Girls Hooded Sweat Shirt Cotton Polyester Knitted Girls Ant Cotton Elasthanne Polyester Knitted Girls Pan Cotton Elasthanne Kni Girls Pant Cotton Elasthanne Knitted Girls Suit Cotton Knitted Body Suit Cotton Pol Yester Knitted Boys Body Suit Cotton Knitted Boys Shi Cotton Knitted Boys Ant Jdpmlest Abmldots Babmcdots Bab Mldots Babmcdots Bapml Dots Bapmcdots Basuddo Basuddots Bapoldots Balegdots Balegdots Balegdots Babmlcanal Babmccanal Bobmlsafa Bobmcsafa Bopmlsafa Bopmcsafa Bosudsafa Pmlfren Bopasafa Opasafa Imp Peh Vst Peht Vst Eht Vst Tcble Bank Banco Interamericano Finanzas Mbl Original Released Ori Gin Carrier Col Lect Cossmo Tex Emai Comex Tottus Tottus, Furniture Items Only Furniture Items Tax Bill Iec Pan Aabcd Cin Pceg Dileep Industries Pvt Xxxxxxx Jaipur Sea Export, Jute Rugs Jute Rugs Finally Poly Packed Paper Label Dtd April Dtd Iec Pan Aabcp Gstin Aabcp Bale Jute Rugs Bale Vinyl Backed Coir Mats Bale Coir Mats Finally Poly Packed Paper Label Dtd April Dtd Iec Pan Aabcp Gstin Aabcp Ams Filled Happag Ocean Inland Haulage Charges","7","48893","Cost Plus Management Services Inc, Hipermercados Tottus S A, World Market Management Services Llc","Cost Plus 909-Virginia Dc Shirley Holland Industrial Park 12300 Dominion Way Windsor Va 23487 Usa, Ruc: 20508565934 Avenida Angamos Este 1805 Oficina 5 Piso 10 Oficina 6A Piso 11"
"Agrocorp International Pte Ltd","10 Anson Road #32-03 International Plaza Singapore 079903, 10 Anson Road 32-03 International Plaza Singapore 079903","","Phone Numbers:  --- Emails: ","Canada","3","Seattle, Wa","Vancouver, Bc","071310, 071320, 071340","Bulk Canada Crimson Red Lentils Bulk Days Merged Free Time Destination Contact Govind Prasad Goenka Blgoenkagroup Gmail Pan Cers Agent Destination Cma Cgm Agencies India Pvt Door Floor Grand Palace Dwaraka Nagar Lane Dwaraka Nagar Visakhapatnam Visakhapatnam Phone Mdr Rreddy Cma Cgm Dthc Bulk, Canada Green Peas Bulk Otal Eight Dthc Exim Contact Gopal Lohiya Rajesh Gmail Final Destinat Ion Biratnagar Nepal Via Iratnagar Office App Licant Pan Cust Entry Point Biratnagar Stoms Office Biratnagar Nepa Name Issuing Bank Laxmi Bank Limited Hattisar Kathmandu Nepal Dated Pplicable Free Time Days Mbined Detention Demurrage Port Discharge Pla Delivery, Canada Yellow Peas Ulk Eight Dthc Fre Ight Applicable Fre Time Days Combined Detent Ion Demurrage Port Discharge Place Delivery Ted Name Iss Uing Bank Sunrise Bank Limite Name Pan Applicant Gyan Enterprises Pan Intransit Kathmandu Nepal Via Icd Birgunj Custom Office Birgunj Nepal Caed Tcq","54","1008595","Gyan Enterprises, Manoj Foods Pvt Ltd, Pathivara Shree Traders","Biratnagar Nepal Pan No: 301643210 Tel: +977-1-21522246, Charkhal Dilibazar Kathmandu Nepal Phone: +97714437991, Tillotama Muncipality Ward No 6 Rupandehi Nepal Exim Code : 6066621720124Np"
"All Round Myanmar Packaging Co Lt","No 134 Seik Kan Thar St Zone 1 Hla Ing Thar Yar Tsp Yangon Phone 95 9 264375720 Jason Ncpak@Gm 11401, No 134 Seik Kan Thar Street Hlain G Thar Yar Zone 1 Hlaing Thar Yar Township Yangon Phone 95 11401","gm.11401","Phone Numbers: 959264375720 --- Emails: Jason Ncpak@Gm 11401","Myanmar","3","Los Angeles, Ca, Norfolk, Va, Savannah, Ga","Singapore","392220","Bopp Cpp Pot Cover, Bopp Cpp Pot Cover Bopp Cpp Pot Cover Cpp Sleeve, Bopp Cpp Pot Cover Woven Cpp Sleeve","7","35230","Expeditors International Of Washin","10205 N W 19Th Street Suite 107 Mi Ami Fl 33172 Phone 305-592-9410 305-357-9081 Email Yisel 33172, 3930 E Watkins Dr Suite 100 Phoe Nix Az 85034 Phone 602-437-8877 425-358-0034 Email David 85034, 510 Mccormick Dr Ste K-N Glen Burn Ie Md 21061 Phone 1 410 768 66 47 206 -235-1630=== 21061"
"Blue Dragon Handmade Product Commer Dc79 Group","2 Hoa Lan Area","","Phone Numbers:  --- Emails: ","Vietnam","3","Savannah, Ga","Thanh Pho Ho Chi Minh, Port Redon","761511, 720410","Pottery Pot, Pottery Pot Step Stone Iron Stand Cast Iron Pan Bamboo Wind Chimes Tea Tray Wooden Deck Chair","5","54696","Ljm Logistics Usa Inc","31811 Pacific Hwy S Ste B-184"
"Cargo Services China Limited","2735 Fujin Road Baoshan District Shanghai China 201901 T:021-23207777","","Phone Numbers: 02123207777 --- Emails: ","China","3","New York/Newark Area, Newark, Nj","Pusan","611595, 900410","Socks Bra Kerchief Headwear Antibacterial Clea Nsing Gel Scarf Cushion Tow Head Ring Head Buckle Othbrush Festival Lantern Kaftan Cardigan Shorts Potting Cream Head Buckle, Socks Sunglasses Trousers Ocks Clothes Basket Socks Potting Cream Dress Cardigan Sandals Headband Dress Llover Shirt, Sunglasses Blanket Oral Fresh Spray Pullover Potting Cream Sungl Asses Jackets Socks Socks Pullover Hat Cushion","3","24669","Geodis Usa Inc","5101 S Broad Street 19112 - Philadelphia Pa / Usa Email:Primark Ff Us@Geodis Com"
"Cargo Services Far East Limited","Room 13018E Atl Logistics Centre B Berth 3 Kwai Chung Container Terminals N T Hong Kong Tel:24818308 Fax:24818401","","Phone Numbers:  --- Emails: ","Hong Kong","3","Oakland, Ca","Hong Kong","670210, 670290","Fiddle Leaf Stem Fiddle Leaf Stem Potted Fiddle Leaf Fig Tree Potted Eucalyptus Tree Block Eldex Industrial Building Tau Wai Road Hung Hom Kowloon Hong Kong, Potted Plant Potted Plant Unit Kaiser Estate Phase Hok Yuen Street Hung Hom Hong Kong, White Cherry Blossom Branch White Cherry Blossom Branch Cnts Olive Tree Cnts Olive Tree White Cherry Blossom Wrth Olive Tree Olive Tree Magnolia Branch White White Cherry Blossom Branch Potted Monstera Peony Bunch White Peony Bunch White Olive Tree Block Eldex Industrial Building Tau Wai Road Hung Hom Kowloon Hong Kong","8","17483","Euromarket Designs Inc","1250 Techny Road Northbrook Illinois 60062 Tel:847-272-2888 Fax:847-272-7397"
"Cna Metals Limited","4800 Sugar Grove Blvd - Ste 317 Stafford Tx 77477 - Usa, 4800 Sugar Grove Blvd - Ste 317 Stafford Tx 77477-Usa, Tx 4800 Sugar Grove Blvd Suite 317 Stafford Tx 77477 Usa","","Phone Numbers:  --- Emails: ","Haiti","3","Baltimore, Md, Jacksonville, Fl, New York/Newark Area, Newark, Nj","Port Bustamante, Halifax, Ns","720421, 760200, 854911","Aluminium Scrap Gstin Aanfk Pan Aanfk Krishangalloygmail, Lead Scrap Rains Isri Lead Scrap Rains Isri Gst Aakfk Pan Aakfk Kgmetalloys Yah Kplyogesh Gmail, Stainless Steel Shredded Scrap Zurik Loose Pan Aabcv Caed","8","118583","K G Metalloys F, Krishang Alloy, Viraj Profiles Limited","37-38 Riico Industrial Area Ondela Road Dholpur Rajasthan 328001 India Iec No:- 1311010165, 6/6 Dropadi Chhaya Compound Village-Purna Tal-Bhiwandi Dist - Thane Maharastra-421302 India Iec: 0313030561, G-22 23 Midc Tarapur Industrial Area Tarapur Dist -Thane-401506 Maharashtra India Iec:0300063679+"
"Comercio E Distribuicao De Produtos Br Ltda","- Epp Estrada Municipal Do Pinheirinho - 258 Poco Grande - Tremembe-Sp Zc 12120- 000 Brasil-Br, - Epp Estrada Municipal Do Pinheirinho - 258 Poco Grande - Tremembe-Sp Zc 12120-000 Brasil-Brx, Epp Estrada Municipal Do Pinheirinho - 258 Poco Grande - Tremembe-Sp Zc 12120-000 Brasil-Br","","Phone Numbers:  --- Emails: ","Brazil","3","New York/Newark Area, Newark, Nj","Sao Paulo","090121, 151710, 170490","Candy Wooden Cardboard Wooden Treated Certified Ncm Candy Ncm Cookies Ncm Cookies Ncm Snacks Ncm Pastry Pan Ruc Abroad Agreement Phone Contact Fabio Goffi Cnpj, Coffee Wooden Cardboard Wooden Treated Certified Ncm Coffee Ncm Cookies Ncm Cookies Ncm Couscous Pan Tara Ruc Xcontact Fabio Goffi Cnpj Xxx Campinas Sao Paulo Brazil, Margarine Wooden Cardboard Wooden Treated Certified Ncm Margarine Ncm Tea Ncm Mandioca Starch Ncm Cookies Ncm Pastry Pan Ruc Abroad Agreed Agreement Phone Contact Fbio Goffi Cnpj Also Allog Usa Llc Yamato Ste Boca Raton Usa Tax Usdomesticallog Ext","4","57535","Perin Trade Co Llc, Eb Express Provisions Inc","16755 Von Karman Ave Suite 200 Irvine Ca 92606 Tel 949 442-8348 Fax 949 271-4077, 181-191 Vanderpool St Newark Nj 07114 Ph 973-624-5703 Fax 973-622-3111 Nelson Araujo- Eb21Araujogmail Com, 4160 Temescal Canyon Rd Suite 401 Corona Ca 92883 Usa T 951 281-2557 F 949 271-4077 E-Mail Logisticsperintrading Com"
"Cv Nuansa Taru Bali Jl Tukad Musi Iiib","No 10 Kel Panjer Kec Denpasar Selatan","","Phone Numbers:  --- Emails: ","Indonesia","3","Long Beach, Ca, Los Angeles, Ca","Kajang, Shekou, Taipei","680292","Stone Pots Planter Furniture, Stone Pots","5","55230","Berbere World Import Inc","8728 Aviation Blvd Ph 310 842 3842"
"D& Blue Cambodia Co Ltd","31 Phum Toulpongror Sangkat Cho Por Senchey","","Phone Numbers:  --- Emails: ","Cambodia","3","Long Beach, Ca","Port Redon","630720","Womens Shirt Bodysuit Dress Hoodie Pan, Womens Shirt Dress Jacket Jumpsuit Pan","4","49090","",""
"Dhl Global Forwarding China Co","Ltd Xiamen Branch Unit 2-7 8/F Block B China Resources Building No 95 Hubin East Road, Ltd Xiamen Branch Unit 2-7 8/F Block B China Resources Building No 95 Hubin East Road Xiamen China, Ltd Yantian Branch Room 1201 Yict Building Yantian Port Shenzhen 518083 Prc O/B Various Shipper","","Phone Numbers:  --- Emails: ","China","3","Tacoma, Wa","Kao Hsiung, Yantian","100587, 214285, 283311","Cooler Faux Eucalyptus Ceramic Plant Pot Cream Cooler Old Article Dual Compart Lunch Upc Article Neoprene Adult Lnch Blk Upc Zest Garden Limited Shih Shang Road Shih Lin Taipei China Xiamen Luona Industry Trade Building Meiyun Road Lianhua Town Tong District Xiamen China Does Wood Lclcustoms Loblaw, Cup Muffin Pan Large Cookie Sheet Loaf Pan Cup Muffin Pan Fluted Tube Cake Pan Round Cake Pan, Women Shoes Women Shoes Product Faux Agave Plant Cream Pot Women Swimwear Vida Shoes Internationalinc West Street York Xiamen Sports Apparel Room Lingshang Community Xiamen Fujian Zest Garden Limited Shih Shang Road Shih Lin Taipei China Does Wood Various Shippers Lclcustoms Loblaw","3","18558","Loblaw Customs Compliance & Global, Loblaws Inc","Trade 1 President S Choice Circle Brampton On L6Y 5S5 Phone: 905-459-2500, 1 Presidents Choice Circle Brampton Ontario L6Y5S5 Canadaemail Christine Schmidtlobla W Cacontact Person Christine Schmidttel 403 291-7773Fax -"
"Dong Guan Xing Tong Commerce And Trade Co Ltd","Room 406 No 109 Guan Tai Road Nan Cheng Dong Guan City Guangdong Province","","Phone Numbers:  --- Emails: ","China","3","Oakland, Ca","Yantian","210690","Nursery Pots Declaration Does Any Solid Wood","5","55230","Bhl Transport Inc","15250 Stafford St City Of Industry Ca 91744 Albert Chen Tel:909-960-7771 Sarahyu777@Gmail Com, 15250 Stafford St City Of Industry Ca 91744 Albert Chen Tel:4083290509 Sarahyu777@Gmail Com"
"Dongguan Aoli Network Technology Co Ltd","Add:2Nd F A Building Poly Electnic Business Park No 84 Zhongli Road Nancheng Dongguan China","","Phone Numbers:  --- Emails: ","China","3","Los Angeles, Ca","Yantian","392690, 690990, 732393","Dongguan Aoli Network Technology Phone Pan Rack Leather Handbag Door Curtain Declaration Does Any Solid Wood, Plater Pot Plater Pot Wall Mounting Shower Rotary Cheese Grater Solid Wooden, Song Pot Song Pot Table Backpack Bbq Grill Solid Wooden","3","34438","Arbor International Llc, Jaak Transport Inc, Transworld Chb Inc","16044 Augusta Dr Chino Hills Ca 91709 951-520-7695 Email:Info@Jtichb Com Jimmy@Jtichb Com, 240 S Garfield Ave Suite 302 Alhambra Ca 91801 Tel: 626 281-3638 Attn: Showpan Ng, 755 Port America Place Suite 343 Grapevine Tx 76051 Direct: 972 586 7405 Support@Arborinternational Net"
"Dongguan Shangrui Electroinc Commerce Co Ltd","Room 101 No 16 Guanglian Road Houjie Dongguan China Operation02@Link-Trans Com, Room 101 No 16 Guanglian Road Houjie Dongguan China Kokop18@Link-Trans Com","link-trans.com","Phone Numbers:  --- Emails: China Operation02@Link-Trans Com, China Kokop18@Link-Trans Com","China","3","Los Angeles, Ca, Houston, Tx","Yantian","392329, 732393, 940540","Led Candles Hangging Pot Rack Camera Mount Solid Wooden, Plastic Bottle Plastic Bottle Stock Pot Solid Wooden Info Customservice Operation Link Trans, Stock Pot Stock Pot Skewer Stand Solid Wooden Info Customservice Operation Link Trans","3","35253","Jaak Transport Inc, Jl Cusoms Service Llc, Zall Foreign Trade Service Hong Ko Ng Co Ltd","Add: 20418 East Walnut Drive North Units 1B & 1C Diamond Bar Ca 91789 Attn:Jacky, Add: 661 Brea Canyon Rd Suite 7 Walnut Ca 91789 Phone#562- 477- 0077 Fax#562- 477- 0321, Suit 2101 Two Exchange Square 8 Connaught Place Central Hong"
"Dongguan Yongsheng Information Technology Co Ltd","No 55 Tantou Xincun West Guangming Community Dongcheng Street Dongguan City, No 55 Tantou Xincun West Guangming Community Dongcheng Street Dongguancity","","Phone Numbers:  --- Emails: ","China","3","New York/Newark Area, Newark, Nj, Los Angeles, Ca","Yantian","210690, 390130, 761511","Curtain Rod Sport Mat Pot Pan Rack Enlight Trading Show Bill Declaration Does Any Solid Wood, Lunch Cake Pan Game Console Accessories Show Bill Dongguan Yongsheng Information Technology, Pot Pan Rack Pot Pan Rack Curtain Rod Chair","3","33940","Bhl Transport Inc, Guang Dong Elyata Electric Equipment Co Ltd","17558 Rowland St City Of Industry Ca 91748 Sarah Yu Tel:6269278927, Flat C 9/F Winning House 72-76 Wing Lok Street Sheung Wan Hk Email: Alicia_3@163 Com"
"Dreamsun Technology Co Ltd","Office A 6/F Yun Kei Comm Bldg No 682 Shanghai St Kl Att: Alex Tel: 0769-26981256, Office A 6/F Yun Kei Comm Bldg No 682 Shanghai St Kl China Att: Alex","","Phone Numbers: 076926981256 --- Emails: ","China","3","Los Angeles, Ca","Ningpo","391990, 480620, 842420","Adhesive Tape Adhesive Tape Storage Portable Led Light Frying Pan Storage Keyfinecn Linalkcustomsbroker, Blocker Blocker Bearing Portable Led Light Spray Paint Pot Spray Bottle Storage Keyfinecn, Mudguard Greaseproof Paper Mudguard Spare Air Nailers Racket Greaseproof Paper Soup Pot Cylinder Head Portable Led Light Keyfinecn","4","45550","Abner International Trade Inc","5675 Rickenbacker Rd Bell Gardens Ca 90201"
"First Mountain Forwarder H K Co","Flat/Rm A 20/F Kiu Fu Commercial Bldg 300 Lockhart Road Wan Chai Hk Tel:+86 18857919993, Flat/Rm A 20/F Kiu Fu Commercial Bldg 300 Lockhart Road Wan Chai Hk","","Phone Numbers: +8618857919993 --- Emails: ","China","3","Tacoma, Wa","Ningpo","761511, 732310","Ceramic Crafts Glass Crafts Ceramic Vase Lass Lamp Aluminum Stock Pot Stainless Stee Pot Broom, Ceramic Crafts Glass Crafts Ceramic Vase Lass Lamp Aluminum Stock Pot Stainless Stee Pot Ceramic Bowl Plastic Wall Clock, Ceramic Crafts Glass Crafts Ceramic Vase Luminum Stock Pot Stainless Steel Pot Commo Dity Shelf","3","24837","",""
"Fuzhou Zhen Sheng Arts&Crafts Co Ltd","No 248 Shi Fu Tou Street Hongwei Town Min Hou County Fu Zhou Fu Jian, No 248 Shi Fu Tou Street Hongwei Town Min Hou County Fu Zhou Fujian China, No 248 Shifutou Street Hongwei Town Minhou County Fuzhou Fujian China 350106","","Phone Numbers:  --- Emails: ","China","3","Baltimore, Md, Tacoma, Wa","Kao Hsiung","670290, 732310, 761511","Flower Pot Flower Pot Ceramic Wares Plastic Pot Rachel Mueller Geodis, Flower Pot Metal Planter Holiday Decoration Rabbit Flower Pot Metal Planter Metal Cross Pick, Iron Flower Pot Iron Flower Pot Wooden Pot Deer Planter Metal Planter Metal Bell Plastic Pot Wooden Planter Debbie Aaimporting Importing Ein Debbie Aaimporting Importing Ein Wjbyrnessea Msn","3","28212","Geodis Usa Inc, Giftware Company Inc, Tacoma/Seattle Shipments W J Byrnes & Co","1326 Fifth Ave Suite 433 Seattle Wa 98101-2691 Attn: Sandi Mcgeough, 436 First Avenue Royersford Pa 19468 Usa 1-800-535-1300 Ext 122 Cell: 425-241-9053, The Navy Yard 5101 South Broad Street Philadelphia Pa 19112 Contact: Rachel Mueller"
"Guangzhou Suogle Technology Co Ltd","Rm606-611 Bulding #3 Gaosheng Plaza No 163 Yingbin Avenue Huadu District Guangzhou City Guangdong Province China, Rm606-611 Bulding #3 Gaosheng Plazano 163 Yingbinavenue Huadu Distr Ict Guangzhou Pt Cn, Rm606-611 Bulding 3 Gaosheng Plaz A No 163 Yingbin Avenue Huadu Distr","","Phone Numbers:  --- Emails: ","China","3","Los Angeles, Ca, Long Beach, Ca","Yantian","420239, 480439","Doormat Doormat Doormat Plastic Plants Pot Foam Dispense Sprayer Glass Bottle Table Mat Seat Cover Plastic Desk Windshield Cover Woven Stair Mat Blow Pump Stainless Steel Basket Zip Lock Collapsible Colander Plastic Hanger, Wooden Hanger Paper Plants Pot Plastic Plan Pot Foldable Stepladders Steel Alumin Ium Ladder Flashlight Led Light Cleaning Utty Mop Doormat Woven Stair Mat Fila Ment Lamp Courier List Dish Rack Stackable Bins Peva Suit Car Cover Shower Curtain Sets Stainless Ste Hook Soli Wood, Zip Lock Paper Envelope Envelope Water Spray Mat Plastic Stool Doormat Plastic Plants Pot Grow","5","49250","Grand Ocean Customs Brokerage Inc","801 S Garfield Ave #301 Alhambra Ca 91801 Tel:626-458-0080 Fax:626-458-8862 Grandoceancbi3@Sbcglobal Net, 801 S Garfield Ave 301 Alhambra C A 91801 Tel626-458-0080 Fax626-4, Rn801 S Garfield Ave #301 Alhambra Ca 91801Rn Ontair Us"
"Hari Om Flexipack Industries Gat","No 399 401 A/P Wathar Tarf Vadgaon Tal Hatkangale Dist Kolhapur Ms Pin - 416 122 India, No 399 401 A/P Wathar Tarf Vadgaon Tal Hatkangale Dist Kolhapur Ms Pin - 416 122","","Phone Numbers:  --- Emails: ","India","3","Tacoma, Wa","Pusan","560313","Rolls Rolls Twenty Four Rolls Only Pro Synthetic Roof Underlayment Nonwoven Fabric Laminated Coated Rolls Iec Gstin Aaffh Pan Aaffh Adc Ddc, Rolls Thirty Rolls Only Pro Synthetic Roof Underlayment Nonwoven Fabric Laminated Coated Rolls Mar Iec Gstin Aaffh Pan Aaffh Acd Ddc, Rolls Thirty Two Rolls Only Pro Synthetic Roof Underlayment Nonwoven Fabric Laminated Coated Rolls Mar India Iec Pan Aaffh","6","74298","Ft Synthetics Inc","5690 268Th Street Langley Bc V4W 3X4 Canada Ph # 604-594-3439"
"Havi Global Solutions Llc","On Behalf Of Havi Container Line Ltd 3500 Lacey Road Suite 600","","Phone Numbers:  --- Emails: ","Canada","3","Seattle, Wa","Vancouver, Bc","200410","Prepared Frozen Pot Atoes Peris Hable Reefer Containe Temp Vents Osed Ocean Reight Payable Havi Global Solutions Asia Paci Fic Dthc Ddoc Fee Payable Consignee","6","67326","Havi Logistics Taiwan Ltd","1084 Sec 3 Fu-Kuo Road Lu-Chu County Taoyuan City Taiwan Tel: 886 3 3223550 Ext 147, 1084 Fuguo Rd Sec 3 Luzhu Dist Taoyuan City 33849 Ta Tel: 886 3 3223550 Ext 147"
"Heritrade Co Ltd","5/133 Mu 16 Srinakarin Rd Bangplee Samutpakan 10540 Tel : 662 7589209","","Phone Numbers: 6627589209 --- Emails: ","Thailand","3","Tacoma, Wa, Long Beach, Ca","Shanghai, Yantian","210120, 210310, 210390","Fish Sauce Palm Seed Syrup Instant Thai Tea Cream Sugar Instant Thai Coffee Drink Ltr Palm Sugar Fried Red Onion Fried Garlic Tempura Mix Stainless Knife Stainless Peeler Knife Aluminium Steamer Aluminium Lao Steam Pot Thai Colander, Instant Thai Tea Cream Sugar Instant Green Tea Cream Sugar Instant Boba Milk Tea Instant Thai Coffee Drink Ltr Broth Beef Flavour Artificial Flavour Instant Beef Flavor Paste Artificial Flavour Satay Peanut Sauce Sauce Satay Peanut Chili Paste Sweet Basil Leaves Chili Paste Holy Basil Leaves Ground Chili Fried Garlic Crab Paste Soya Bean Oil Palm Sugar Fried Red Onion Fried Garlic Oyster Sauce Seasoning Sauce Aluminium Lao Steam Pot Bdls Bamboo Basket, Oyster Sauce Srirachachilli Sauce Soy Sauce Pic Kled Garlic Whole Brine Instantbeef Flavor Paste Artificial Flavor Ground Chili Fried Garlic Thai Custard Mix Pandan Flavour Tempuraflour Fried Garlic Bean Ver Micelli Galanga Powder Rubberbands Aluminium Lao Steam Pot Thai Stove","8","79088","Golden International Corp, Cathay L A Inc","1501 North Main St Los Angeles Ca 90012 U S A E-Mail : Mail@Cathayla Com, 300 Sw 41St Stree Renton Wa 98057 U S A E-Mail : Robert@Giccorp Co, 300 Sw 41St Street Renton Wa 98057 U S A E-Mail: Robert@Giccorp Co"
"Huian L And T Pottery Co Ltd","Xi Dong Park Cheng Nan Center Luo Town Hui An County Quanzhou Fuji China, Xi Dong Park Cheng Nan Center Luoang Town Huian County Quanzhou Fujian China Vat Registration Number X, Xi Dong Park Cheng Nan Center Luoang Town Huian County Quanzhou Fujian Chinax","","Phone Numbers:  --- Emails: ","China","3","San Juan, Puerto Rico, New York/Newark Area, Newark, Nj","Cartagena, Caucedo, Xiamen","252310, 250830","Cement Pots, Cement Pots Xvat Registration, Fibre Clay Pots Fibre Clay Pots Wooden Legs","3","38678","Same As Consignee, Classic Home And Garden Llc","No Address, 1St Notify: Same As Consignee 2Nd Notify: Janel Group 233 Seventh Street Suite"
